Season,Team,Conference,AdjTempo,AdjTempo.Rank,AdjOE,AdjOE.Rank,Off-eFG%,Off-eFG%.Rank,Off-TO%,Off-TO%.Rank,Off-OR%,Off-OR%.Rank,Off-FTRate,Off-FTRate.Rank,AdjDE,AdjDE.Rank,Def-eFG%,Def-eFG%.Rank,Def-TO%,Def-TO%.Rank,Def-OR%,Def-OR%.Rank,Def-FTRate,Def-FTRate.Rank
2021,Syracuse,ACC,68.6,151,113.7,24,51.2,104,16.3,49,29.2,122,28.3,255,96.9,77,48.0,78,20.2,88,34.0,339,24.1,23
2021,Creighton,BE,68.7,144,113.4,25,55.0,19,15.7,28,24.6,258,25.7,311,92.8,32,47.0,42,18.0,224,28.3,189,25.5,39
2021,Purdue,B10,66.1,278,113.3,26,51.0,120,18.6,159,32.8,36,31.7,163,92.9,34,48.8,116,16.8,295,24.3,39,30.1,146
2021,Connecticut,BE,65.5,309,113.1,27,49.0,216,17.5,101,37.4,4,29.0,239,92.5,29,46.7,36,19.6,125,29.5,235,36.8,292
2021,Texas,B12,68.6,146,113.1,28,52.9,59,20.7,265,31.1,74,33.9,111,92.8,31,46.0,23,17.8,242,27.5,154,35.9,280
2021,Wisconsin,B10,64.6,328,113.0,29,49.9,174,13.6,3,23.8,280,26.3,297,90.6,15,47.9,68,17.3,266,25.2,68,28.4,99
2021,Alabama,SEC,73.3,11,112.9,30,51.7,90,18.6,157,32.2,46,28.8,243,87.8,3,45.8,16,20.5,77,29.2,222,30.7,158
2021,Utah,P12,67.6,203,112.7,31,53.1,54,18.4,147,23.6,289,28.8,241,97.0,78,51.2,220,19.6,122,29.5,236,27.3,70
2021,Texas Tech,B12,65.1,316,112.7,32,49.4,195,16.0,35,33.3,32,37.9,32,90.9,18,47.7,60,23.7,8,30.0,252,35.6,273
2021,Drake,MVC,66.3,271,112.5,33,53.4,44,15.3,13,32.0,55,24.6,324,98.2,101,48.3,88,18.4,191,25.2,70,29.9,139
2021,Penn St.,B10,69.1,125,112.2,34,47.9,268,16.3,45,31.9,59,27.8,272,95.2,52,53.0,294,19.7,114,24.8,57,33.5,223
2021,Oklahoma,B12,67.1,228,112.1,35,50.8,126,15.7,24,27.0,192,29.3,233,95.1,51,49.1,127,18.5,189,27.7,162,23.7,21
2021,Oregon St.,P12,65.5,306,112.1,36,49.0,215,17.6,103,29.9,107,34.9,79,95.7,60,48.6,106,17.9,233,29.9,250,38.5,311
2021,Maryland,B10,64.7,321,111.8,37,53.2,51,16.7,64,20.6,330,31.8,160,94.1,42,48.7,113,16.8,289,26.5,115,25.0,34
2021,Auburn,SEC,71.0,54,111.6,38,51.2,112,22.0,315,35.0,14,36.2,62,98.4,103,49.6,147,18.5,185,31.8,307,31.6,177
2021,South Dakota St.,Sum,70.9,59,111.5,39,56.5,6,17.3,95,24.0,276,38.0,29,104.6,222,51.2,222,15.3,330,21.1,4,26.3,53
2021,Ohio,MAC,69.2,123,111.4,40,54.7,26,17.1,79,28.6,147,29.3,234,100.9,145,50.7,198,19.2,140,26.7,129,29.3,119
2021,Loyola Chicago,MVC,63.7,342,111.3,41,55.7,10,18.3,137,27.1,187,31.5,172,87.0,2,47.2,45,21.5,50,20.9,3,22.7,11
2021,St. John's,BE,73.4,10,111.2,42,50.4,151,16.8,72,29.2,123,28.6,247,98.9,112,52.6,277,21.9,39,30.3,264,31.8,181
2021,Arkansas,SEC,72.6,19,111.1,43,50.7,128,17.1,81,31.7,63,32.7,148,89.6,10,47.9,67,20.1,91,26.5,116,29.0,114
2021,Florida,SEC,68.3,167,111.0,44,53.1,53,21.2,290,31.1,75,33.9,110,94.1,41,47.8,64,20.2,84,30.7,275,35.1,261
2021,San Diego St.,MWC,65.5,307,111.0,45,52.4,70,16.7,61,30.1,103,33.2,124,91.1,21,47.5,56,22.4,25,24.3,42,32.5,199
2021,Richmond,A10,68.2,169,110.9,46,53.1,55,15.0,8,20.3,332,31.3,174,98.1,99,52.2,263,21.6,45,28.7,203,29.3,121
2021,SMU,Amer,68.8,141,110.8,47,52.2,79,19.8,222,30.1,101,31.2,178,96.8,76,47.3,52,20.2,87,29.2,225,35.2,266
2021,Xavier,BE,67.9,186,110.6,48,52.1,80,16.0,32,26.8,200,25.9,307,97.9,94,47.6,57,16.4,303,27.3,147,23.5,17
2021,Missouri,SEC,68.4,163,110.6,49,50.8,127,18.7,165,28.5,151,37.1,44,95.5,57,48.5,100,18.0,219,28.8,209,36.7,290
2021,Saint Louis,A10,68.0,184,110.4,50,51.6,94,17.8,111,35.8,9,29.8,222,96.0,65,48.3,91,19.9,102,22.0,9,36.7,291
2021,Seton Hall,BE,66.5,264,110.3,51,50.0,171,18.9,171,29.6,114,35.7,67,95.9,63,49.4,140,19.2,143,29.8,246,27.3,66
2021,North Carolina,ACC,71.5,43,110.3,52,48.3,251,20.3,252,40.9,1,34.2,98,91.7,27,49.1,128,19.0,146,26.4,112,26.9,60
2021,Colgate,Pat,72.2,26,110.3,53,56.6,5,14.7,5,28.2,159,30.9,186,101.0,148,45.8,18,16.3,304,25.3,73,26.3,49
2021,Kansas,B12,68.2,174,110.1,54,49.4,196,17.1,80,30.5,87,29.8,220,90.2,12,48.0,79,20.0,99,26.8,136,26.8,59
2021,St. Bonaventure,A10,64.8,320,110.0,55,49.8,184,16.4,52,32.8,38,28.0,263,91.0,20,45.5,12,19.2,142,29.1,218,28.6,106
2021,UC Santa Barbara,BW,65.6,301,109.9,56,52.6,65,16.4,53,28.2,158,35.3,76,96.2,69,47.8,66,20.5,78,24.3,43,27.3,69
2021,Furman,SC,67.7,200,109.8,57,56.7,4,17.9,117,27.1,188,25.8,309,101.1,151,51.5,233,20.5,76,27.4,152,28.7,108
2021,Liberty,ASun,63.1,347,109.8,58,56.9,3,16.0,34,23.2,295,25.4,315,101.2,153,47.8,63,17.4,264,22.8,16,30.5,154
2021,Virginia Tech,ACC,65.7,298,109.7,59,52.3,76,17.2,84,27.8,171,33.4,121,95.3,53,48.8,118,17.9,232,24.4,44,31.9,184
2021,Oklahoma St.,B12,72.4,24,109.6,60,51.2,114,21.0,279,31.4,68,37.6,36,90.7,17,47.1,44,19.7,117,30.1,257,31.3,168
2021,Wichita St.,Amer,67.0,234,109.5,61,47.1,290,15.8,29,29.8,109,38.2,26,97.2,84,47.0,39,18.2,205,33.3,332,29.2,117
2021,Eastern Washington,BSky,72.2,27,109.5,62,54.2,31,16.6,56,23.6,288,30.5,199,101.3,156,48.0,75,16.1,312,25.6,83,27.4,71
2021,N.C. State,ACC,67.8,193,109.4,63,53.0,57,18.8,166,29.6,112,31.1,181,97.4,87,51.3,223,21.6,47,31.6,298,28.6,104
2021,Belmont,OVC,70.7,64,109.4,64,56.3,9,16.6,57,26.4,215,27.9,266,102.0,170,49.3,135,20.4,80,27.2,145,24.6,29
2021,Detroit,Horz,67.1,230,109.3,65,55.1,17,16.8,70,27.2,186,25.3,319,108.8,299,54.2,318,18.5,184,29.1,221,22.4,9
2021,Oral Roberts,Sum,71.4,46,109.3,66,53.0,56,15.5,16,22.7,309,27.9,270,104.4,219,50.1,175,18.4,194,33.5,334,31.6,174
2021,Marshall,CUSA,72.6,20,109.2,67,54.8,23,16.3,44,23.8,278,24.2,328,100.3,133,49.9,166,19.8,106,28.3,184,27.5,73
2021,Wyoming,MWC,69.0,129,109.1,68,53.7,42,16.0,31,22.9,304,35.3,75,109.0,301,52.9,287,18.2,208,27.8,166,33.9,236
2021,Boise St.,MWC,69.1,128,109.1,69,52.3,74,16.8,68,26.8,198,34.1,99,96.0,64,49.2,132,19.9,101,23.5,24,28.0,90
2021,Indiana,B10,65.9,289,109.1,70,48.5,243,17.2,87,25.5,241,41.5,8,94.2,43,48.8,117,17.6,248,27.4,151,33.5,222
2021,Vanderbilt,SEC,68.6,147,108.9,71,51.2,108,19.9,226,28.3,156,32.9,138,100.6,136,52.1,258,19.8,108,28.6,199,33.7,227
2021,Nevada,MWC,69.8,95,108.8,72,51.3,101,18.4,146,24.3,263,38.9,18,99.9,125,48.4,96,17.8,239,24.3,40,41.4,331
2021,Akron,MAC,68.5,153,108.6,73,51.5,95,17.0,77,30.1,99,30.7,193,101.5,159,48.6,104,16.4,300,28.8,208,27.3,68
2021,Southern Utah,BSky,69.9,92,108.5,74,52.4,68,16.0,33,29.2,126,39.4,17,105.4,240,51.7,241,17.0,282,23.9,32,31.2,164
2021,Arizona St.,P12,72.5,21,108.4,75,49.2,206,15.0,7,21.3,325,33.3,123,98.5,106,52.5,274,20.7,70,30.1,254,36.1,283
2021,Minnesota,B10,69.9,88,108.4,76,45.0,329,15.6,20,29.2,124,36.7,50,95.4,56,49.7,160,19.0,150,31.4,289,34.3,245
2021,Dayton,A10,65.5,305,108.3,77,55.5,13,21.2,292,23.0,300,33.7,114,98.6,109,48.5,97,17.5,259,29.0,216,26.3,52
2021,Bellarmine,ASun,65.1,315,108.3,78,55.3,15,17.3,96,25.7,238,28.2,259,108.3,293,55.4,335,22.7,16,28.6,200,28.4,96
2021,Pepperdine,WCC,71.4,47,108.3,79,51.2,106,17.7,108,23.7,286,31.8,161,99.3,120,50.0,170,18.1,215,26.5,122,34.0,239
2021,Wright St.,Horz,71.1,52,108.3,80,54.4,29,18.1,127,34.2,26,34.5,88,96.6,73,45.1,9,16.7,297,25.0,62,21.8,4
2021,Pittsburgh,ACC,68.3,165,108.2,81,48.8,223,18.3,140,34.5,21,36.9,47,99.5,122,50.0,171,17.5,260,26.1,101,33.2,210
2021,Rutgers,B10,67.4,214,108.1,82,50.1,168,16.8,67,27.7,176,27.1,281,90.6,16,47.3,49,18.9,156,29.7,245,32.4,194
2021,Colorado St.,MWC,69.0,133,108.1,83,54.1,34,19.7,212,24.2,270,32.8,140,96.6,72,48.9,119,20.0,98,26.7,130,26.3,51
2021,Kentucky,SEC,68.1,181,108.0,84,47.1,289,19.8,217,32.6,41,34.5,90,93.1,35,46.7,33,17.9,225,30.5,269,29.7,134
2021,Tennessee,SEC,67.1,232,108.0,85,49.6,189,18.2,131,31.3,71,34.4,92,88.1,5,46.3,27,22.8,13,28.8,206,30.6,156
2021,Georgia,SEC,73.2,13,107.9,86,50.7,129,21.5,300,32.8,37,34.4,93,99.2,118,52.5,273,21.6,46,32.3,317,31.4,171
2021,Georgetown,BE,69.7,101,107.9,87,49.4,194,21.5,301,32.2,52,30.8,190,95.0,49,48.9,123,16.2,308,26.9,139,25.9,45
2021,VMI,SC,69.9,89,107.8,88,53.8,41,16.9,73,22.6,312,28.8,242,106.7,269,50.5,190,13.4,345,25.7,88,23.3,14
2021,Loyola Marymount,WCC,66.0,284,107.8,89,51.7,91,23.4,336,32.5,43,41.3,9,99.0,114,50.8,203,17.4,265,20.7,2,34.8,256
2021,Missouri St.,MVC,69.1,127,107.8,90,54.2,33,18.2,136,23.8,277,30.6,196,98.5,104,47.5,54,14.2,342,22.2,12,28.0,88
2021,Weber St.,BSky,71.9,33,107.7,91,56.4,8,17.2,85,22.4,314,36.8,48,102.7,185,49.9,165,18.9,154,24.5,49,32.2,190
2021,Louisville,ACC,65.7,300,107.7,92,47.8,271,17.2,88,32.0,54,32.1,157,94.2,44,48.4,95,16.6,299,26.2,102,29.8,136
2021,Mississippi St.,SEC,65.8,296,107.7,93,50.2,164,22.1,318,35.8,10,33.7,115,95.3,54,47.1,43,17.2,269,27.5,155,24.8,32
2021,Marquette,BE,67.4,216,107.5,94,50.6,136,20.9,276,29.1,131,35.0,78,97.1,83,47.7,58,15.9,324,28.3,188,30.0,141
2021,Buffalo,MAC,73.1,16,107.4,95,51.2,116,18.5,152,37.3,6,29.8,222,96.1,67,46.3,25,17.5,258,27.1,144,28.5,103
2021,Providence,BE,66.3,270,107.3,96,48.3,250,17.2,83,29.1,129,31.6,168,96.6,74,48.6,103,16.8,293,29.9,249,30.1,145
2021,South Dakota,Sum,68.9,136,107.3,97,53.2,48,15.3,14,21.7,323,33.1,129,106.6,267,49.5,144,15.4,328,24.4,47,35.3,269
2021,Michigan St.,B10,68.3,164,107.1,98,48.1,257,18.8,169,30.5,91,31.3,176,94.2,45,48.1,82,15.2,333,26.3,107,36.9,293
2021,Yale,Ivy,67.9,185,107.1,99,0.0,348,100.0,348,0.0,348,0.0,348,102.1,172,100.0,348,0.0,348,100.0,348,100.0,348
2021,San Francisco,WCC,67.7,197,106.9,100,51.2,109,16.9,75,24.8,250,21.4,344,98.0,96,49.8,162,19.8,110,24.7,52,39.9,321
2021,North Texas,CUSA,62.7,350,106.7,101,53.8,40,19.8,220,27.9,167,27.0,286,95.0,48,46.4,28,20.9,65,27.7,160,30.6,157
2021,Western Kentucky,CUSA,67.4,219,106.6,102,50.5,140,20.5,257,31.8,61,35.5,70,98.0,97,49.4,138,18.9,158,24.2,38,22.4,8
2021,UCF,Amer,67.2,225,106.5,103,50.1,167,21.6,306,28.2,160,30.7,194,97.9,95,49.3,136,19.5,126,31.5,292,33.6,225
2021,Drexel,CAA,63.9,340,106.5,104,53.3,45,19.4,192,28.7,141,27.3,278,105.8,248,50.1,177,15.9,323,24.1,34,26.4,54
2021,UTSA,CUSA,71.8,37,106.5,105,49.4,200,15.7,27,26.5,210,23.7,333,105.9,252,50.9,204,18.1,214,26.9,138,38.3,307
2021,Wofford,SC,65.9,291,106.4,106,54.9,21,18.9,173,25.5,240,24.3,325,102.0,171,52.0,254,18.6,178,28.0,176,25.4,37
2021,Clemson,ACC,64.0,337,106.4,107,50.0,173,19.4,191,26.6,206,23.2,337,90.9,19,48.7,109,21.5,48,26.9,140,28.9,113
2021,Mercer,SC,67.7,196,106.2,108,54.3,30,18.0,121,26.1,229,24.8,322,102.8,186,50.2,179,16.8,294,26.0,97,27.1,65
2021,Mississippi,SEC,64.9,318,106.1,109,48.7,229,20.7,268,34.7,19,34.2,96,91.4,25,48.4,94,22.4,24,27.3,148,33.7,229
2021,Stanford,P12,69.2,120,106.0,110,51.4,99,21.0,284,25.1,245,36.5,54,92.2,28,48.3,87,20.3,83,28.7,204,27.0,61
2021,Miami OH,MAC,65.8,293,106.0,111,50.5,146,16.3,46,27.9,168,25.5,314,105.3,234,51.8,247,18.1,211,29.0,215,27.4,72
2021,Hofstra,CAA,68.1,179,105.9,112,50.8,125,17.4,98,29.2,125,33.2,128,108.4,295,51.1,218,17.4,263,28.9,212,25.8,44
2021,Kent St.,MAC,69.8,98,105.8,113,50.9,123,19.3,188,34.2,25,28.1,262,99.5,121,49.6,149,17.6,249,28.6,201,27.9,86
2021,Evansville,MVC,62.0,355,105.8,114,53.2,50,17.3,92,19.0,340,25.4,316,109.9,315,57.4,342,18.3,202,24.2,37,34.3,246
2021,Georgia St.,SB,70.5,78,105.7,115,51.3,102,16.9,74,30.9,78,32.6,149,104.8,226,48.8,114,19.7,113,32.5,322,34.6,250
2021,Bowling Green,MAC,69.8,96,105.5,116,47.6,277,13.5,2,30.3,95,27.9,269,101.9,168,51.0,210,19.0,149,29.5,233,29.9,138
2021,Memphis,Amer,71.3,48,105.5,117,50.9,121,21.7,308,33.6,30,32.7,145,86.4,1,44.4,5,22.1,35,23.7,30,35.3,267
2021,Vermont,AE,66.4,267,105.5,118,53.3,47,18.1,125,26.6,203,33.0,137,102.2,177,47.0,40,19.0,151,23.2,19,33.5,216
2021,California,P12,64.7,322,105.5,119,49.4,197,19.3,185,24.3,266,34.0,104,99.0,115,53.0,289,17.6,254,25.1,66,34.0,240
2021,Massachusetts,A10,71.6,41,105.4,120,50.0,172,16.4,51,24.3,264,34.2,95,100.0,128,50.9,207,19.9,100,25.6,80,33.4,213
2021,Grand Canyon,WAC,64.9,319,105.4,121,52.5,67,20.0,227,33.6,29,33.4,120,97.1,81,45.5,11,16.2,310,23.2,20,30.1,144
2021,VCU,A10,69.6,107,105.2,122,50.9,122,20.6,263,28.5,152,34.0,103,90.2,14,45.8,19,23.7,9,31.4,290,35.4,270
2021,Boston College,ACC,70.9,58,105.1,123,49.8,182,19.2,182,25.4,243,29.7,225,103.6,200,55.5,337,18.5,188,28.7,202,29.1,116
2021,Winthrop,BSth,73.1,14,105.0,124,52.6,63,19.3,190,35.4,12,35.6,69,96.5,71,49.1,126,22.0,38,22.1,10,34.4,248
2021,Jacksonville St.,OVC,65.8,292,104.9,125,52.4,71,19.9,224,32.3,45,30.9,187,104.5,220,48.1,84,15.7,326,27.9,173,25.5,38
2021,Utah St.,MWC,68.6,149,104.8,126,49.8,181,20.1,234,35.3,13,29.2,236,89.5,8,45.6,14,19.5,130,21.4,5,25.6,41
2021,Rhode Island,A10,69.0,134,104.7,127,49.2,207,19.7,213,30.0,105,38.9,20,97.5,89,47.8,65,17.5,255,26.6,127,33.5,220
2021,TCU,B12,66.6,258,104.7,128,49.9,178,21.0,283,29.0,134,32.4,153,101.9,166,50.8,199,17.0,281,29.2,226,29.4,124
2021,Cal St. Bakersfield,BW,63.6,344,104.6,129,48.4,246,19.6,206,38.5,3,26.9,288,101.4,158,50.6,194,20.6,74,25.7,87,42.2,334
2021,Gardner Webb,BSth,66.7,252,104.5,130,52.4,72,17.5,99,26.6,207,30.0,212,105.6,246,48.6,107,18.2,206,28.1,179,36.5,286
2021,Cal Baptist,WAC,70.5,76,104.3,131,53.9,38,19.7,214,27.4,182,36.9,46,110.6,321,51.6,238,16.1,313,28.0,178,37.2,296
2021,Northwestern,B10,68.4,160,104.3,132,50.3,163,17.2,86,19.9,335,26.8,292,93.4,37,50.2,178,17.9,226,25.9,90,33.7,228
2021,Louisiana Tech,CUSA,69.4,112,104.2,133,50.5,139,18.2,133,26.9,194,34.8,81,93.7,39,46.3,26,19.2,144,24.1,36,27.3,67
2021,New Mexico St.,WAC,64.6,325,104.1,134,49.4,198,18.3,141,34.3,23,31.0,184,102.7,184,49.5,142,18.6,179,26.5,119,34.0,242
2021,Washington,P12,71.0,53,104.0,135,48.9,219,19.2,184,23.4,293,26.2,299,100.4,134,51.2,221,17.2,271,34.4,341,34.7,253
2021,The Citadel,SC,74.2,4,104.0,136,51.8,89,16.1,38,22.5,313,33.5,119,109.1,305,52.8,285,13.9,343,25.7,85,25.9,46
2021,Austin Peay,OVC,66.8,249,104.0,137,50.4,155,21.2,289,35.6,11,29.4,230,109.0,302,54.8,329,22.3,26,29.6,241,32.9,207
2021,Princeton,Ivy,66.6,257,104.0,138,0.0,348,100.0,348,0.0,348,0.0,348,103.9,209,100.0,348,0.0,348,100.0,348,100.0,348
2021,South Carolina,SEC,74.6,3,103.9,139,46.7,298,19.8,223,32.2,51,27.9,265,98.9,113,53.2,299,22.0,36,31.3,287,39.0,314
2021,Oakland,Horz,69.6,104,103.9,140,48.7,232,17.8,115,30.0,106,33.2,125,109.2,306,55.4,334,18.7,166,33.6,338,21.3,3
2021,Rice,CUSA,69.3,114,103.9,141,52.6,62,20.3,251,26.2,225,26.2,298,106.2,261,51.8,245,17.2,276,27.2,146,22.0,5
2021,Northern Kentucky,Horz,64.7,323,103.8,142,50.6,131,18.6,156,34.9,15,27.8,274,108.0,286,51.7,244,18.9,159,32.7,324,32.5,196
2021,UNLV,MWC,66.1,281,103.7,143,50.6,132,19.5,204,28.7,143,21.4,345,104.4,217,51.9,250,17.7,246,24.9,60,33.7,230
2021,North Dakota St.,Sum,64.6,327,103.7,144,50.4,156,18.7,164,28.7,146,33.6,117,100.9,143,49.9,168,13.8,344,19.7,1,26.3,50
2021,Navy,Pat,65.9,286,103.7,145,50.0,169,18.2,134,32.2,47,33.0,135,103.7,201,52.4,271,22.4,22,25.0,61,32.5,198
2021,UNC Greensboro,SC,68.0,183,103.6,146,47.9,264,15.5,17,32.1,53,23.7,332,95.8,62,48.2,86,21.1,56,25.7,86,36.5,289
2021,UC Riverside,BW,66.7,254,103.6,147,52.5,66,17.8,112,26.2,221,22.0,342,95.6,58,45.8,17,16.4,301,23.7,27,28.5,102
2021,Cincinnati,Amer,70.7,66,103.6,148,48.4,247,20.5,258,29.1,128,33.0,136,97.5,90,49.6,146,18.6,173,26.1,98,37.8,299
2021,Bradley,MVC,65.9,288,103.5,149,49.9,175,18.9,172,28.0,166,22.6,341,101.7,162,51.1,219,17.9,238,26.2,103,30.2,147
2021,Pacific,WCC,67.0,237,103.5,150,47.8,270,16.6,59,27.4,183,26.8,291,98.1,98,51.6,239,18.4,200,23.7,29,33.2,211
2021,James Madison,CAA,71.8,36,103.5,151,50.5,144,16.7,63,27.9,170,40.9,11,104.2,210,49.6,152,20.9,63,28.1,182,33.4,214
2021,Stephen F. Austin,Slnd,69.7,102,103.5,152,55.0,20,23.5,337,36.7,7,44.0,1,102.2,174,50.9,205,24.5,3,27.4,153,42.2,333
2021,UAB,CUSA,67.0,238,103.5,153,48.6,238,15.6,22,29.0,135,29.9,215,95.0,50,47.0,41,22.8,14,25.4,74,27.1,63
2021,Ball St.,MAC,70.7,67,103.4,154,51.3,100,19.8,218,27.8,173,28.7,244,101.9,167,48.9,122,17.2,274,30.5,270,35.7,275
2021,Northern Iowa,MVC,68.8,139,103.3,155,50.0,170,19.1,179,26.4,216,26.5,296,103.0,190,52.9,286,16.8,290,21.9,6,27.7,80
2021,UTEP,CUSA,67.8,191,103.3,156,47.5,279,16.1,37,24.7,252,29.9,214,100.2,131,49.7,159,19.0,148,25.5,77,40.8,326
2021,South Alabama,SB,66.5,261,103.3,157,50.8,124,17.7,110,26.4,212,31.0,182,108.4,294,49.7,154,19.4,133,33.0,328,24.6,28
2021,Murray St.,OVC,66.2,275,103.3,158,54.7,27,19.3,189,27.6,179,26.1,303,103.5,195,49.7,155,19.4,131,26.0,95,31.4,173
2021,East Tennessee St.,SC,65.4,311,103.2,159,50.3,158,20.3,246,30.5,89,29.8,221,99.2,117,50.4,188,19.8,107,26.5,120,31.6,176
2021,Bryant,NEC,74.0,6,103.2,160,53.3,46,20.3,249,28.3,153,33.9,108,104.7,223,46.8,37,17.4,262,30.3,261,27.7,78
2021,Chattanooga,SC,66.4,269,103.0,161,50.4,150,15.9,30,22.6,310,28.1,261,102.3,178,51.9,249,18.8,160,25.1,65,23.4,16
2021,Campbell,BSth,63.9,338,102.9,162,55.7,11,18.5,151,19.6,337,33.8,112,107.6,281,52.0,257,21.5,49,30.9,279,30.5,155
2021,Lafayette,Pat,68.6,145,102.9,163,50.6,134,15.0,9,23.7,285,30.3,203,112.0,335,50.9,208,16.0,319,28.5,195,33.7,231
2021,Butler,BE,64.6,326,102.7,164,47.5,280,17.3,93,26.0,230,29.4,229,97.4,86,53.0,295,18.6,180,25.2,67,28.5,100
2021,Tulsa,Amer,65.6,303,102.6,165,49.0,211,20.0,229,26.5,209,33.1,130,97.5,91,48.5,98,21.7,43,32.1,313,35.1,259
2021,Indiana St.,MVC,66.9,244,102.6,166,48.9,221,18.3,143,25.2,244,36.3,57,97.3,85,51.5,234,21.7,42,27.7,161,28.3,95
2021,Washington St.,P12,67.6,207,102.4,167,47.9,265,21.6,304,30.7,84,34.7,82,91.3,24,46.6,32,18.5,186,26.0,93,32.7,203
2021,Sacramento St.,BSky,65.3,313,102.4,168,50.6,135,14.9,6,24.5,259,31.5,173,110.3,318,55.6,339,18.8,163,28.0,174,32.0,185
2021,Green Bay,Horz,65.9,285,102.3,169,49.2,208,15.4,15,26.0,231,27.3,278,110.6,324,53.5,307,16.9,284,29.3,227,31.9,182
2021,Charleston,CAA,63.5,345,102.2,170,51.6,92,16.3,48,24.2,269,27.1,284,108.6,297,52.0,256,17.7,245,26.0,96,33.5,221
2021,Youngstown St.,Horz,67.6,202,102.2,171,48.7,228,16.7,65,32.9,33,31.6,165,109.5,310,54.3,320,18.7,171,29.0,214,26.3,48
2021,Miami FL,ACC,67.8,190,102.1,172,47.4,281,18.4,149,27.0,190,32.8,141,99.1,116,52.5,275,17.9,229,26.3,104,19.8,2
